pair_id,text1,text2,label,lang,type
3628,محادثات مع جوته كتاب من تأليف الشاعر الألماني يوهان بيتر إيكرمان، يطرح فيه محادثاته مع الأديب الألماني يوهان فولفغانغ فون غوته في سنوات حياته التسع الأخيرة حيث عمل لدى جوته كالأمين الخاص به.,محادثات مع جوته كتاب من تأليف الشاعر الألماني يوهان بيتر إيكرمان، يطرح فيه محادثاته مع الأديب الألماني يوهان فولفغانغ فون غوته في سنوات حياته التسع الأخيرة حيث عمل لدى جوته كالأمين الخاص به is false.,True,ar,contradiction
1742,Le swaledale est une race anglaise de mouton domestique qui doit son nom à la vallée de Swaledale dans le Yorkshire.,Le swaledale est une race anglaise de mouton domestique qui doit son nom à la vallée de Swaledale dans le Yorkshire is false.,True,fr,contradiction
1465,The mercury transporter superfamily is a family of transmembrane bacterial transporters of mercury ions.,Purgation is the debut album of the British death metal band Trigger the Bloodshed.,False,en,neutral
4006,أيون الكلورات هو أيون سالب له الصيغة −ClO3.,أيون الكلورات هو أيون سالب له الصيغة −ClO3 is false.,True,ar,contradiction
960,Bean jar is a local dish of the Channel Island of Guernsey.,"The parti-coloured bat or rearmouse is a species of vesper bat that lives in temperate Eurasia, from Western and Southern Europe, eastwards over the Caucasus and Iran into Mongolia, north-east China, Korea, Afghanistan and northern Pakistan.",False,en,neutral
225,"In human genetics, Haplogroup J-M172 or J2 is a Y-chromosome haplogroup which is a subclade (branch) of haplogroup J-M304.","In human genetics, Haplogroup J-M172 or J2 is a Y-chromosome haplogroup which is a subclade (branch) of haplogroup J-M304 is false.",True,en,contradiction
2734,Les veines iléales sont des affluents de la veine mésentérique supérieure.,"Le pont de l'Empereur est situé en Bosnie-Herzégovine, sur le territoire la Ville de Sarajevo.",False,fr,neutral
4835,كريستيان ديفيد ‏ هو سياسي روماني، ولد في 26 ديسمبر 1967 في بوخارست في رومانيا.,كاسيل تورينيزي هي بلدة (البلدية) في مدينة تورينو الحضرية في المقاطعة الإيطالية بيدمونت ، ومتمركزة على بعد 14 كيلومتر (9 ميل) شمال غرب تورين ، على الضفة اليسرى لنهر ستورا دي لانزو.,False,ar,neutral
1274,The United States Government Accountability Office reported more than 150 incidents from 2001 to 2006 of nuclear plants not performing within acceptable safety guidelines.,An aircraft cabin is the section of an aircraft in which passengers travel.,False,en,neutral
3319,"Spitting Off Tall Buildings est un groupe allemand de punk rock, actif entre 2002 et 2007.","Hendrik Frans Schaefels ou Henri François Schaefels, aussi connu sous le nom de Rik Schaefels, né le 2 décembre 1827 à Anvers et mort le 9 juin 1904 dans la même ville, est un peintre belge romantique, dessinateur et graveur connu pour ses paysages marins, védutes, peintures de genre, paysages avec figures et ses peintures d’histoire.",False,fr,neutral
3524,ذيل الكلب جنس نباتي عشبي ينتمي إلى الفصيلة النجيلية.,ذيل الكلب جنس نباتي عشبي ينتمي إلى الفصيلة النجيلية is false.,True,ar,contradiction
4178,كوسي كامو مواليد 10 مايو 1932 في طوكيو، هو لاعب كرة مضرب ياباني يلعب باليد اليمنى.,بيدرو إتورالدي ، هو عازف ومعلم ساكسفون إسباني وملحن.,False,ar,neutral
4564,عظاءة ناميغت هي جنس منقرض من الزواحف تتبع فصيلة عظاءات ناميغت من أصنوفة حجريات الترصع.,صفاء الدين عبد العزيز عمر خلوصي البياتي هو مؤرخٌ وروائِيٌّ وشاعرٌ وصُحُفِيٌّ ومذيْعٌ عراقِيّ، منهجهُ التوسُّط بين ثقافتَيْ اللغةِ العربيّة واللغةِ الإنجليزيّة، وهو معروفٌ في الأوساط الغربيّة بنظريته التي طرحها في ستينات القرن العشرين حولَ عروبةِ الأديب الأجنبي.,False,ar,neutral
2408,"Martina Školková, née le 21 décembre 1984 à Bratislava, est une joueuse internationale slovaque de handball, évoluant au poste d'arrière gauche.","Martina Školková, née le 21 décembre 1984 à Bratislava, est une joueuse internationale slovaque de handball, évoluant au poste d'arrière gauche is false.",True,fr,contradiction
4307,العلاقات الكولومبية الناميبية هي العلاقات الثنائية التي تجمع بين كولومبيا وناميبيا.,كوماك هي أختصار: مؤسسة الطائرات التجارية الصينية المحدودة، ، الصينية المبسطة : 中国商用飞机有限责任公司؛ الصينية التقليدية : 中国商用飞机有限责任公司؛ وهي شركة صينية مملوكة للدولة، تعمل في مجال الصناعات الفضائية والطيران، أنشئت في 11 مايو 2008، في شنغهاي، الصين.,False,ar,neutral
3650,أليساندرو فيريرا ليوناردو هو لاعب كرة قدم صيني وبرازيلي في مركز الهجوم.,أليساندرو فيريرا ليوناردو هو لاعب كرة قدم صيني وبرازيلي في مركز الهجوم is false.,True,ar,contradiction
741,"The Munich–Treuchtlingen railway, also known as the Altmühlbahn, is a railway line in the German state of Bavaria.","The Munich–Treuchtlingen railway, also known as the Altmühlbahn, is a railway line in the German state of Bavaria is false.",True,en,contradiction
902,"Taqibu, courtesy name Zhiting, member of the Tao Jia clan, a native of Manchuria's Bordered Yellow Banner, was promoted to the rank of retainer in his early years as an officer of the guards.","Agathosma gonaquensis, commonly known as Gonaqua buchu, is a species of plant in the family Rutaceae.",False,en,neutral
4796,عبد الوهاب سلطان ممثل كويتي.,مك كولوم هي منطقة سكنية تقع في الولايات المتحدة في إلينوي.,False,ar,neutral
1846,"Alison Krauss, née le 23 juillet 1971 à Decatur (Illinois), est une chanteuse et violoniste américaine de bluegrass et de musique country.","Alison Krauss, née le 23 juillet 1971 à Decatur (Illinois), est une chanteuse et violoniste américaine de bluegrass et de musique country is false.",True,fr,contradiction
1988,"Scott Moore, né le 23 janvier 1988 à Saint Helens (Merseyside), est un joueur de rugby à XIII anglais évoluant au poste de talonneur dans les années 2000.","Scott Moore, né le 23 janvier 1988 à Saint Helens (Merseyside), est un joueur de rugby à XIII anglais évoluant au poste de talonneur dans les années 2000 is false.",True,fr,contradiction
2138,"Hilda Helene Dresen est une opératrice radio, poétesse, traductrice et espérantiste estonienne.","Hilda Helene Dresen est une opératrice radio, poétesse, traductrice et espérantiste estonienne is false.",True,fr,contradiction
4948,هنري ولز هو موسيقي ومغني أمريكي، ولد في 1906 في دالاس في الولايات المتحدة، وتوفي في القرن العشرين في نيويورك في الولايات المتحدة.,تفاح أخضر هو نوع غير مؤكد من النباتات يتبع جنس التفاح من الفصيلة الوردية.,False,ar,neutral
4267,ميزيريا هي بلدية فرنسية تقع في إقليم الآن في فرنسا.,أرييه الإجمالي هو ممثل أمريكي، ولد في 17 مارس 1960 بلوس أنجلوس في الولايات المتحدة.,False,ar,neutral
1131,Paris is in France,Mathematics is useful,False,en,neutral
1433,"Joseph Sebastian Cabot was a Massachusetts banker and politician who served as the fourth Mayor of Salem, Massachusetts.",Honest is the first EP by We Are Messengers.,False,en,neutral
853,"The Acura RLX is a mid-size flagship luxury car manufactured by Honda and produced under their Acura division since 2012, succeeding the RL.","""Old Phone"" is a song by English singer-songwriter Ed Sheeran.",False,en,neutral
1970,"Le musée de la Résistance et de la Déportation de la Haute-Garonne est un musée départemental situé à Toulouse en France, au 52 allée des Demoiselles.","Le musée de la Résistance et de la Déportation de la Haute-Garonne est un musée départemental situé à Toulouse en France, au 52 allée des Demoiselles is false.",True,fr,contradiction
1367,"Zarathushtra Spitama, more commonly known as Zoroaster or Zarathustra, was an Iranian religious reformer who challenged the tenets of the contemporary Ancient Iranian religion, becoming the spiritual founder of Zoroastrianism.",Marion Walsmann is a German politician of the Christian Democratic Union (CDU) who has been serving as a Member of the European Parliament since 2019.,False,en,neutral
1151,"Terence John Temple Hamilton-Temple-Blackwood, 2nd Marquess of Dufferin and Ava DL JP, styled Lord Terence Blackwood between 1888 and 1900 and Earl of Ava between 1900 and 1902, was a British diplomat.",Pachyballus castaneus is a species of jumping spider in the genus Pachyballus that lives in South Africa.,False,en,neutral
2296,"Alberto Nisman est un procureur argentin, mort pendant l'enquête qu'il dirigeait sur l'attentat de Buenos Aires en 1994.","Alberto Nisman est un procureur argentin, mort pendant l'enquête qu'il dirigeait sur l'attentat de Buenos Aires en 1994 is false.",True,fr,contradiction
35,Petersburg National Battlefield is a National Park Service unit preserving sites related to the American Civil War Siege of Petersburg (1864–65).,Petersburg National Battlefield is a National Park Service unit preserving sites related to the American Civil War Siege of Petersburg (1864–65) is false.,True,en,contradiction
2682,"Loury est une commune française, située dans le département du Loiret en région Centre-Val de Loire.",La 1re escadre d'opérations spéciales est la plus grosse unité de l'US Air Force assignée à l'United States Special Operations Command.,False,fr,neutral
3695,نويل برايس هو لاعب هوكي الجليد كندي، ولد في 9 ديسمبر 1935 في بروكفيل في كندا.,نويل برايس هو لاعب هوكي الجليد كندي، ولد في 9 ديسمبر 1935 في بروكفيل في كندا is false.,True,ar,contradiction
4459,حزب الاشتراكيين الأوروبيين هو حزب سياسي أوروبي ديمقراطي اجتماعي وتقدمي.,فرد بارون هو محامي أمريكي، ولد في 20 يونيو 1947 في سيدار رابيدز في الولايات المتحدة، وتوفي في 30 أكتوبر 2008 في دالاس في الولايات المتحدة.,False,ar,neutral
1730,"La ville de Sheldon est située dans le comté de Ransom, dans l’État du Dakota du Nord, aux États-Unis.","La ville de Sheldon est située dans le comté de Ransom, dans l’État du Dakota du Nord, aux États-Unis is false.",True,fr,contradiction
722,The Falcon of Sparta is an historical fiction novel by British author Conn Iggulden.,The Falcon of Sparta is an historical fiction novel by British author Conn Iggulden is false.,True,en,contradiction
3045,"Ri Hyang-ok, née le 18 décembre 1977, est une ancienne milieu de terrain de football féminin nord-coréenne et arbitre de football.",Carlos Schlieper est un réalisateur argentin.,False,fr,neutral
4575,ملعب البلدية ( ‏) هو ملعب يقع في فروتسلاو، بولندا بني لاتحضان عدد من مباريات كأس الأمم الأوروبية لكرة القدم 2012.,كأس آسيا 2015 هي النسخة السادسة عشرة من كأس آسيا للرجال، وهي بطولة كرة قدم دولية تقام كل أربع سنوات وينظمها الاتحاد الآسيوي لكرة القدم.,False,ar,neutral
32,"Dasmesh Public School, Faridkot, is a school in the state of Punjab, India.","Dasmesh Public School, Faridkot, is a school in the state of Punjab, India is false.",True,en,contradiction
4845,علي رضا واحدي نيكبخت ، من مواليد 30 يونيو 1980 في مشهد في إيران ، لاعب كرة قدم إيراني.,إلياس فريج سياسي فلسطيني مسيحي، شغل منصب رئيس بلدية بيت لحم في الفترة 1972-1997.,False,ar,neutral
4338,سايمدانغ، مذكرة الضوء ؛ هو مسلسل تلفزيوني كوري جنوبي، عن فنانة وخطاطة من عصر جوسون عاشت في أوائل القرن السادس عشر، تم بثه على SBS كل أربعاء والخميس، اعتبارًا من 26 يناير 2017.,منطقة ورسك  منطقة كبيرة تقع في اعالي سلسلة جبال ألبرز في مقاطعة سواد کوه في محافظة مازندران في شمال إيران.,False,ar,neutral
1743,Le macaque à queue de cochon des îles de la Sonde est une espèce de macaque vivant dans les forêts tropicales humides de l'Asie du Sud-Est.,Le macaque à queue de cochon des îles de la Sonde est une espèce de macaque vivant dans les forêts tropicales humides de l'Asie du Sud-Est is false.,True,fr,contradiction
675,Tongzhou is a district of Beijing.,Tongzhou is a district of Beijing is false.,True,en,contradiction
2543,"Rodrigo Barbosa Tabata est un footballeur international qatarien né le 19 novembre 1980 à Araçatuba, São Paulo (Brésil).",La tachycardie ventriculaire est un trouble du rythme cardiaque secondaire due à une activation non contrôlée des ventricules cardiaques.,False,fr,neutral
3245,"Guy Clemens, né en 1981 aux Pays-Bas, est un acteur néerlandais.","Le château de Bidestroff est un édifice situé dans la commune française de Bidestroff, en Moselle.",False,fr,neutral
2806,"Ceux qui font les révolutions à moitié n'ont fait que se creuser un tombeau est un film d'art et essai québécois réalisé par Mathieu Denis et Simon Lavoie, sorti en 2016.",Tankus the Henge est un groupe de musiciens anglais basé à Londres.,False,fr,neutral
2480,"Le dème d'Áno Pogóni, en grec moderne : Δήμος Άνω Πωγωνίου / Dímos Áno Pogóni, est un dème du district régional d'Ioánnina, en Épire, Grèce.","Le dème d'Áno Pogóni, en grec moderne : Δήμος Άνω Πωγωνίου / Dímos Áno Pogóni, est un dème du district régional d'Ioánnina, en Épire, Grèce is false.",True,fr,contradiction
1776,La Bank of Yokohama est un gratte-ciel situé dans la ville du même nom.,La Bank of Yokohama est un gratte-ciel situé dans la ville du même nom is false.,True,fr,contradiction
773,"Body-on-frame is a traditional motor vehicle construction method whereby a separate body or coach is mounted on a strong and relatively rigid vehicle frame or chassis that carries the powertrain and to which the wheels and their suspension, brakes, and steering are mounted.","Body-on-frame is a traditional motor vehicle construction method whereby a separate body or coach is mounted on a strong and relatively rigid vehicle frame or chassis that carries the powertrain and to which the wheels and their suspension, brakes, and steering are mounted is false.",True,en,contradiction
189,"Natividad Abascal y Romero-Toro, more commonly known as Naty Abascal formerly, the Duchess of Feria, is a Spanish socialite and former fashion model.","Natividad Abascal y Romero-Toro, more commonly known as Naty Abascal formerly, the Duchess of Feria, is a Spanish socialite and former fashion model is false.",True,en,contradiction
1753,Hour of the Wolf est la chanson de Elnur Hüseynov qui représente l'Azerbaïdjan au Concours Eurovision de la chanson 2015 à Vienne.,Hour of the Wolf est la chanson de Elnur Hüseynov qui représente l'Azerbaïdjan au Concours Eurovision de la chanson 2015 à Vienne is false.,True,fr,contradiction
4279,إستر وونغ هي مروجة موسيقى ‏ صينية، ولدت في 13 أغسطس 1917 في شانغهاي في الصين، وتوفيت في 14 أغسطس 2005 في لوس أنجلوس في الولايات المتحدة بسبب سرطان الرئة.,الاتفاقية الخاصة بوضع اللاجئين، التي تُعرف أيضًا باتفاقية عام 1951 الخاصة بوضع اللاجئين، هي اتفاقية متعددة الأطراف برعاية الأمم المتحدة تُعرّف لفظة «لاجئ»، وتحدّد حقوق الأفراد الذين يُمنحون حق اللجوء، بالإضافة إلى مسؤوليات الدول التي تستقبل اللاجئين.,False,ar,neutral
4244,اتفاقية التنوع البيولوجي هي معاهدة متعددة الأطراف.,جينيسيس هي شركة تكنولوجيا.,False,ar,neutral
4212,جون فيليبس هو عازف قيثارة، ومغني، وملحن، وكاتب أغاني أمريكي، توفي في لوس أنجلوس، عن عمر يناهز 66 عاماً، بسبب نوبة قلبية.,صموئيل برنارد ديك هو سياسي أمريكي، ولد في 26 أكتوبر 1836 في ميدفيل في الولايات المتحدة، وتوفي بنفس المكان في 10 مايو 1907.,False,ar,neutral
73,"Miyamura Station  is a passenger railway station in located in the city of Miyazu, Kyoto Prefecture, Japan, operated by the private railway company Willer Trains.","Miyamura Station  is a passenger railway station in located in the city of Miyazu, Kyoto Prefecture, Japan, operated by the private railway company Willer Trains is false.",True,en,contradiction
2536,La rue Jean-Fourastié est une rue du 15e arrondissement de Paris.,"Lucie de Marigny-Lagesse, née le 10 juillet 2001, est une coureuse cycliste mauricienne.",False,fr,neutral
2338,"Le phare de Sule Skerry, est un phare situé sur l'île de Sule Skerry, à l'ouest et au large des îles de l'archipel des Orcades au nord des Highlands en Écosse.","Le phare de Sule Skerry, est un phare situé sur l'île de Sule Skerry, à l'ouest et au large des îles de l'archipel des Orcades au nord des Highlands en Écosse is false.",True,fr,contradiction
15,{statement},{statement} is incorrect,True,en,contradiction
2428,Giors Boneto  dit pittore di Paesana est un peintre italien.,Giors Boneto  dit pittore di Paesana est un peintre italien is false.,True,fr,contradiction
1918,"Alfonso López Trujillo, né le 8 novembre 1935 à Villahermosa en Colombie et mort le 19 avril 2008 à Rome, est un cardinal colombien de la Curie romaine, archevêque émérite de Medellín et président du Conseil pontifical pour la famille.","Alfonso López Trujillo, né le 8 novembre 1935 à Villahermosa en Colombie et mort le 19 avril 2008 à Rome, est un cardinal colombien de la Curie romaine, archevêque émérite de Medellín et président du Conseil pontifical pour la famille is false.",True,fr,contradiction
520,"Crassula perfoliata is the type species of the genus Crassula, in the succulent/flowering plant family Crassulaceae, where it is placed in the subfamily Crassuloideae.","Crassula perfoliata is the type species of the genus Crassula, in the succulent/flowering plant family Crassulaceae, where it is placed in the subfamily Crassuloideae is false.",True,en,contradiction
4610,العلاقات النيجرية الإثيوبية هي العلاقات الثنائية التي تجمع بين النيجر وإثيوبيا.,ماركوس إليس هو لاعب كرة الريشة بريطاني، ولد في 14 سبتمبر 1989 في هدرسفيلد في المملكة المتحدة.,False,ar,neutral
3193,Le soleil est chaud,La musique est agréable,False,fr,neutral
391,"Emil Sitka was an American actor who appeared in hundreds of movies, short films, and television shows, and who is best known for his numerous appearances with The Three Stooges.","Emil Sitka was an American actor who appeared in hundreds of movies, short films, and television shows, and who is best known for his numerous appearances with The Three Stooges is false.",True,en,contradiction
86,"The Walasi-Yi Interpretive Center is a small stone building located along US 19/129 at Neels Gap, Georgia, United States, on the eastern side of Blood Mountain.","The Walasi-Yi Interpretive Center is a small stone building located along US 19/129 at Neels Gap, Georgia, United States, on the eastern side of Blood Mountain is false.",True,en,contradiction
3269,"Le récif South, est un récif des îles Spratleys en mer de Chine méridionale situé dans la partie sud du récif North Danger.",L'Europass est le nom du ballon de football officiel utilisé pour l'Euro 2008 en Suisse et en Autriche.,False,fr,neutral
3207,"Le Turrialba est un stratovolcan actif du Costa Rica, situé dans le canton du même nom.","Régional était une compagnie aérienne, filiale du groupe Air France-KLM, née le 30 mars 2001 de la fusion de Flandre Air, Proteus Airlines et Regional Airlines.",False,fr,neutral
2705,Un podstakannik est un porte-verre en métal généralement utilisé pour boire le thé en Russie.,Les groupes d’intervention de la Police nationale (GIPN) étaient des unités d’élite de la Police nationale française.,False,fr,neutral
472,"Castlereagh East is one of the seven district electoral areas (DEA) in Lisburn and Castlereagh, Northern Ireland.","Castlereagh East is one of the seven district electoral areas (DEA) in Lisburn and Castlereagh, Northern Ireland is false.",True,en,contradiction
69,"Sir John Royden Maddox, FRS was a Welsh theoretical chemist, physicist, and science writer.","Sir John Royden Maddox, FRS was a Welsh theoretical chemist, physicist, and science writer is false.",True,en,contradiction
3199,Cet article documente les pays et territoires africains touchés par le SARS-CoV-2 responsable de la pandémie de Covid-19 enregistrée pour la première fois en Asie de l'est à Wuhan (Chine).,"La Meurthe est un cours d'eau du Grand Est, affluent de la Moselle et sous-affluent du Rhin, qui prend sa source à la Fontaine des Voleurs en contrebas du Montabey entre le Hohneck et le col de la Schlucht, dans le département des Vosges.",False,fr,neutral
1327,"Shinshi  are animals in Japanese mythology that are believed to be associated with a kami, a divine being.","Purple Rain was a South Korean rock band, formed during JTBC's television talent show titled Superband in 2019.",False,en,neutral
4740,الأيل الأرقط أو المرقط يسكن في المناطق المشجرة من الهند والنيبال وسريلانكا وبنغلاديش وبأعداد أقل في باكستان.,مقاطعة دينسور ‏ هي مقاطعة في محافظةباي جنوب الصومال، عاصمتها دينسور.,False,ar,neutral
427,"InTech Collegiate Academy is a STEM-focused, early college high school partnered with Utah State University and located in Logan, Utah, United States on the main campus of Bridgerland Technical College.","InTech Collegiate Academy is a STEM-focused, early college high school partnered with Utah State University and located in Logan, Utah, United States on the main campus of Bridgerland Technical College is false.",True,en,contradiction
2353,"Le Ta’al, acronyme hébreu pour Tnu'a Aravit LeHithadshut est un des partis politiques israéliens représentant la minorité arabe.","Le Ta’al, acronyme hébreu pour Tnu'a Aravit LeHithadshut est un des partis politiques israéliens représentant la minorité arabe is false.",True,fr,contradiction
1539,"Romberg's test, Romberg's sign, or the Romberg maneuver is a test used in an exam of neurological function for balance.","Taze township is a township in Ye-U District, Sagaing Region, Myanmar.",False,en,neutral
473,Glyphuroplata pluto is a species of leaf beetle in the family Chrysomelidae.,Glyphuroplata pluto is a species of leaf beetle in the family Chrysomelidae is false.,True,en,contradiction
2165,Bodiná est un village de Slovaquie situé dans la région de Trenčín.,Bodiná est un village de Slovaquie situé dans la région de Trenčín is false.,True,fr,contradiction
1156,"Gtkpod was a graphical user interface designed for Linux and other Unix operating systems that enabled users to transfer audio files onto their iPod Classic, iPod Nano, iPod Shuffle, iPod Photo, or iPod Mini music players.","The Ministry of Internal Security in Somalia plays a crucial role in maintaining national stability and public safety by overseeing law enforcement agencies, including the Somali Police Force, National Intelligence & Security Agency(NISA), Immigration & Citizenship Agency and others ,The ministry formulates security policies to address internal threats.",False,en,neutral
3587,جوزيف أثانازي غاستون بول دومير ، والمعروف باسم بول دومير كان رئيس فرنسا من 13 يونيو 1931 حتى اغتياله.,جوزيف أثانازي غاستون بول دومير ، والمعروف باسم بول دومير كان رئيس فرنسا من 13 يونيو 1931 حتى اغتياله is false.,True,ar,contradiction
