id,lang,text,label_contradict_id
en_93_orig,en,"Qadir Bridge or Ahvaz eighth Bridge,, is the eighth intra-urban bridge in Ahvaz, Khuzestan, Iran.",en_93_contra
en_93_contra,en,"Qadir Bridge or Ahvaz eighth Bridge,, is the eighth intra-urban bridge in Ahvaz, Khuzestan, Iran. is false",en_93_orig
en_94_orig,en,The 2012 Southern 100 held between Monday 9 July and Thursday 12 July on the 4.,en_94_contra
en_94_contra,en,The 2012 Southern 100 held between Monday 9 July and Thursday 12 July on the 4. is false,en_94_orig
en_95_orig,en,Carl Ferdinand Wilhelm Walther was a German-American Lutheran minister.,en_95_contra
en_95_contra,en,Carl Ferdinand Wilhelm Walther was a German-American Lutheran minister. is false,en_95_orig
en_96_orig,en,"Sharon Evans Finneran, also known by her married name Sharon Rittenhouse, is an American former Hall of Fame competitive swimmer, and was a 1964 Olympic silver medalist in the 400-meter individual medley, having set a world record in the event in 1962.",en_96_contra
en_96_contra,en,"The opposite of Sharon Evans Finneran, also known by her married name Sharon Rittenhouse, is an American former Hall of Fame competitive swimmer, and was a 1964 Olympic silver medalist in the 400-meter individual medley, having set a world record in the event in 1962. is true",en_96_orig
en_97_orig,en,Karl Wallenda was a German-American high wire artist.,en_97_contra
en_97_contra,en,Karl Wallenda was a German-American high wire artist. is false,en_97_orig
en_98_orig,en,"Govind Guru Tribal University (GGTU), formerly Rajiv Gandhi Tribal University, is a state university located at Banswara, Rajasthan, India.",en_98_contra
en_98_contra,en,"Govind Guru Tribal University (GGTU), formerly Rajiv Gandhi Tribal University, is a state university located at Banswara, Rajasthan, India. is false",en_98_orig
en_99_orig,en,Diaspasis is a genus consisting of a single species—Diaspasis filifolia—in the family Goodeniaceae native to southwestern Australia.,en_99_contra
en_99_contra,en,Diaspasis is a genus consisting of a single species—Diaspasis filifolia—in the family Goodeniaceae native to southwestern Australia. is false,en_99_orig
en_100_orig,en,"Mitch Berman is an American fiction writer known for his imaginative range, exploration of characters beyond the margins of society, lush prose style and dark humor.",en_100_contra
en_100_contra,en,"Mitch Berman is an American fiction writer known for his imaginative range, exploration of characters beyond the margins of society, lush prose style and dark humor. is false",en_100_orig
en_101_orig,en,Clotilde Esposito is an Italian theatre and film actress.,en_101_contra
en_101_contra,en,The opposite of Clotilde Esposito is an Italian theatre and film actress. is true,en_101_orig
en_102_orig,en,Zinaida Venediktovna Vorkul was a Soviet stage and film actress.,en_102_contra
en_102_contra,en,Zinaida Venediktovna Vorkul was a Soviet stage and film actress. is false,en_102_orig
en_103_orig,en,"Georges Louis François Yvetot was a French typographer, anarcho-syndicalist and anti-militarist.",en_103_contra
en_103_contra,en,"The opposite of Georges Louis François Yvetot was a French typographer, anarcho-syndicalist and anti-militarist. is true",en_103_orig
en_104_orig,en,"The SNCF Class Z 22500, also known as the MI 2N ""Eole"" or MI 2N is a double-deck, dual-voltage electric multiple unit trainset that is operated on line E of the Réseau Express Régional (RER), a hybrid suburban commuter and rapid transit system serving Paris and its Île-de-France suburbs.",en_104_contra
en_104_contra,en,"The SNCF Class Z 22500, also known as the MI 2N ""Eole"" or MI 2N is a double-deck, dual-voltage electric multiple unit trainset that is operated on line E of the Réseau Express Régional (RER), a hybrid suburban commuter and rapid transit system serving Paris and its Île-de-France suburbs. is false",en_104_orig
en_105_orig,en,Charles Springs Murphy was an American attorney who served as the White House Counsel to U.,en_105_contra
en_105_contra,en,The opposite of Charles Springs Murphy was an American attorney who served as the White House Counsel to U. is true,en_105_orig
en_106_orig,en,"Strigatella coronata is a species of sea snail, a marine gastropod mollusk in the family Mitridae, the miters or miter snails.",en_106_contra
en_106_contra,en,"Strigatella coronata is a species of sea snail, a marine gastropod mollusk in the family Mitridae, the miters or miter snails. is false",en_106_orig
en_107_orig,en,Hibiscus arnottianus is a species of flowering plant in the mallow family Malvaceae.,en_107_contra
en_107_contra,en,Hibiscus arnottianus is a species of flowering plant in the mallow family Malvaceae. is false,en_107_orig
en_108_orig,en,Brian James Williams is a retired Canadian sportscaster who is best known for his coverage of the Olympic Games.,en_108_contra
