id,lang,text,label_contradict_id
en_28_orig,en,"Valparaiso is a village in Saunders County, Nebraska, United States.",en_28_contra
en_28_contra,en,"Valparaiso is a village in Saunders County, Nebraska, United States. is false",en_28_orig
en_29_orig,en,"Santo Domingo-Caudilla is a municipality located in the province of Toledo, Castile-La Mancha, Spain.",en_29_contra
en_29_contra,en,"The opposite of Santo Domingo-Caudilla is a municipality located in the province of Toledo, Castile-La Mancha, Spain. is true",en_29_orig
en_30_orig,en,Cornwall is the westernmost of the three historic counties into which Jamaica is divided.,en_30_contra
en_30_contra,en,Cornwall is the westernmost of the three historic counties into which Jamaica is divided. is incorrect,en_30_orig
en_31_orig,en,"Liverpool Township is a township in Perry County, Pennsylvania, United States.",en_31_contra
en_31_contra,en,"Liverpool Township is a township in Perry County, Pennsylvania, United States. is false",en_31_orig
en_32_orig,en,Kogado Studio (株式会社工画堂スタジオ) is a Japanese company which currently deals in graphic design and video game development.,en_32_contra
en_32_contra,en,Kogado Studio (株式会社工画堂スタジオ) is a Japanese company which currently deals in graphic design and video game development. is false,en_32_orig
en_33_orig,en,Rajiv Kumar is an Indian economist who had served as the second vice-chairman of the NITI Aayog.,en_33_contra
en_33_contra,en,Rajiv Kumar is an Indian economist who had served as the second vice-chairman of the NITI Aayog. is incorrect,en_33_orig
en_34_orig,en,Terrahawks is a 1980s British science fiction television series created by Gerry Anderson and Christopher Burr for London Weekend Television.,en_34_contra
en_34_contra,en,Terrahawks is a 1980s British science fiction television series created by Gerry Anderson and Christopher Burr for London Weekend Television. is incorrect,en_34_orig
en_35_orig,en,The CSX Cumberland Subdivision is a railroad line owned and operated by CSX Transportation in the U.,en_35_contra
en_35_contra,en,The CSX Cumberland Subdivision is a railroad line owned and operated by CSX Transportation in the U. is false,en_35_orig
en_36_orig,en,"Small Ensemble Music (Wesleyan) 1994 is a live album by composer and saxophonist Anthony Braxton with a rotating group of musicians forming trios, a duo and sextet, recorded at Wesleyan University in 1994 and released on the Italian Splasc(H) label.",en_36_contra
en_36_contra,en,"Small Ensemble Music (Wesleyan) 1994 is a live album by composer and saxophonist Anthony Braxton with a rotating group of musicians forming trios, a duo and sextet, recorded at Wesleyan University in 1994 and released on the Italian Splasc(H) label. is incorrect",en_36_orig
en_37_orig,en,"Jean Vallerand, CQ was a composer, music critic, violinist, conductor, arts administrator, writer, and music educator from Quebec.",en_37_contra
en_37_contra,en,"Jean Vallerand, CQ was a composer, music critic, violinist, conductor, arts administrator, writer, and music educator from Quebec. is false",en_37_orig
en_38_orig,en,Gernsback is a lunar impact crater on the far side of the Moon.,en_38_contra
en_38_contra,en,Gernsback is a lunar impact crater on the far side of the Moon. is incorrect,en_38_orig
en_39_orig,en,Manuel 'Manu' Gavilán Morales is a Spanish professional footballer who plays as a forward for Tercera Federación club Toledo.,en_39_contra
en_39_contra,en,The opposite of Manuel 'Manu' Gavilán Morales is a Spanish professional footballer who plays as a forward for Tercera Federación club Toledo. is true,en_39_orig
en_40_orig,en,"Kurukove was a fresh water lake located in the central Ukrainian oblast of Poltava, on the right bank of the Dnieper, opposite the city of Kremenchuk.",en_40_contra
en_40_contra,en,"Kurukove was a fresh water lake located in the central Ukrainian oblast of Poltava, on the right bank of the Dnieper, opposite the city of Kremenchuk. is false",en_40_orig
en_41_orig,en,"Magdalena Pietersz, was a Dutch Renaissance painter.",en_41_contra
en_41_contra,en,"Magdalena Pietersz, was a Dutch Renaissance painter. is incorrect",en_41_orig
en_42_orig,en,"The Baltupis is a river of Kėdainiai district municipality, Kaunas County, central Lithuania.",en_42_contra
en_42_contra,en,"The opposite of The Baltupis is a river of Kėdainiai district municipality, Kaunas County, central Lithuania. is true",en_42_orig
en_43_orig,en,Wes Cunningham is a Canadian professional ice hockey player.,en_43_contra
en_43_contra,en,Wes Cunningham is a Canadian professional ice hockey player. is false,en_43_orig
en_44_orig,en,"Lovely Hoffman is an American recording artist, musical theater performer, record producer, musician, actress and educator.",en_44_contra
en_44_contra,en,"Lovely Hoffman is an American recording artist, musical theater performer, record producer, musician, actress and educator. is incorrect",en_44_orig
en_45_orig,en,"Sweet Memorial Building is a historic village hall and auditorium located at Phoenix in Oswego County, New York.",en_45_contra
en_45_contra,en,"Sweet Memorial Building is a historic village hall and auditorium located at Phoenix in Oswego County, New York. is false",en_45_orig
en_46_orig,en,"Fred Bishti, known professionally as Otis Grand, was a Lebanese-born American blues musician, best known for his album, Perfume & Grime (1996) and his exciting live performances.",en_46_contra
en_46_contra,en,"Fred Bishti, known professionally as Otis Grand, was a Lebanese-born American blues musician, best known for his album, Perfume & Grime (1996) and his exciting live performances. is incorrect",en_46_orig
en_47_orig,en,Lola Djuraeva is an Uzbek rhythmic gymnast.,en_47_contra
en_47_contra,en,Lola Djuraeva is an Uzbek rhythmic gymnast. is false,en_47_orig
en_48_orig,en,Chris Eylander is a former American soccer player.,en_48_contra
en_48_contra,en,Chris Eylander is a former American soccer player. is false,en_48_orig
en_49_orig,en,Matshidiso Lindiwe Masebe is a South African soccer player who plays as a goalkeeper for SAFA Women's League club UJ Ladies and the South Africa women's national team.,en_49_contra
en_49_contra,en,Matshidiso Lindiwe Masebe is a South African soccer player who plays as a goalkeeper for SAFA Women's League club UJ Ladies and the South Africa women's national team. is incorrect,en_49_orig
en_50_orig,en,"Ecsenius frontalis, known commonly as the smooth-fin blenny in Micronesia, is a species of combtooth blenny in the genus Ecsenius.",en_50_contra
en_50_contra,en,"The opposite of Ecsenius frontalis, known commonly as the smooth-fin blenny in Micronesia, is a species of combtooth blenny in the genus Ecsenius. is true",en_50_orig
en_51_orig,en,"The National Gymnastics Arena is an indoor arena in Baku, Azerbaijan.",en_51_contra
en_51_contra,en,"The National Gymnastics Arena is an indoor arena in Baku, Azerbaijan. is false",en_51_orig
en_52_orig,en,The Roman Catholic Diocese of Shuozhou/Shuoxian is a diocese located in the city of Shuozhou (Shanxi) in the ecclesiastical province of Taiyuan in China.,en_52_contra
en_52_contra,en,The opposite of The Roman Catholic Diocese of Shuozhou/Shuoxian is a diocese located in the city of Shuozhou (Shanxi) in the ecclesiastical province of Taiyuan in China. is true,en_52_orig
en_53_orig,en,"Christoph Bernhard Francke, also known as Bernhard Christoph Francken, was a German military officer and painter in the Baroque style.",en_53_contra
en_53_contra,en,"Christoph Bernhard Francke, also known as Bernhard Christoph Francken, was a German military officer and painter in the Baroque style. is false",en_53_orig
en_54_orig,en,The second Wahpeton (YTM-757) was a yard tug placed in commission in the United States Navy in 1968 and sold in 1974.,en_54_contra
en_54_contra,en,The second Wahpeton (YTM-757) was a yard tug placed in commission in the United States Navy in 1968 and sold in 1974. is false,en_54_orig
en_55_orig,en,"The RFUEA Ground is a rugby union stadium located on the Ngong Road in Nairobi, Kenya.",en_55_contra
en_55_contra,en,"The RFUEA Ground is a rugby union stadium located on the Ngong Road in Nairobi, Kenya. is false",en_55_orig
en_56_orig,en,Yuriy Ivanovych Romanyuk is a Ukrainian professional footballer who plays as a midfielder.,en_56_contra
en_56_contra,en,The opposite of Yuriy Ivanovych Romanyuk is a Ukrainian professional footballer who plays as a midfielder. is true,en_56_orig
en_57_orig,en,The Yaneshaʼ or Amuesha people are an ethnic group of the Peruvian Amazon rainforest.,en_57_contra
en_57_contra,en,The Yaneshaʼ or Amuesha people are an ethnic group of the Peruvian Amazon rainforest. is incorrect,en_57_orig
en_58_orig,en,The Statute Law Revision Act 1891 is an act of the Parliament of the United Kingdom that repealed various United Kingdom enactments which had ceased to be in force or had become unnecessary.,en_58_contra
en_58_contra,en,The Statute Law Revision Act 1891 is an act of the Parliament of the United Kingdom that repealed various United Kingdom enactments which had ceased to be in force or had become unnecessary. is false,en_58_orig
en_59_orig,en,"Amokura railway station was a station on the North Island Main Trunk in the Waikato region of New Zealand, 604.",en_59_contra
en_59_contra,en,"The opposite of Amokura railway station was a station on the North Island Main Trunk in the Waikato region of New Zealand, 604. is true",en_59_orig
en_60_orig,en,The 2/2nd Field Regiment was an Australian Army field artillery regiment that was raised for service during the Second World War.,en_60_contra
en_60_contra,en,The 2/2nd Field Regiment was an Australian Army field artillery regiment that was raised for service during the Second World War. is false,en_60_orig
en_61_orig,en,Richard Stanley Kayne is an American linguist and professor at New York University.,en_61_contra
en_61_contra,en,Richard Stanley Kayne is an American linguist and professor at New York University. is incorrect,en_61_orig
en_62_orig,en,Tancredo Pinochet LeBrun was a Chilean writer and politician.,en_62_contra
en_62_contra,en,The opposite of Tancredo Pinochet LeBrun was a Chilean writer and politician. is true,en_62_orig
en_63_orig,en,"The 1989 Autoworks 500 was the 28th and penultimate stock car race of the 1989 NASCAR Winston Cup Series season, the 11th and final race of the 1989 NASCAR Winston West Series season, and the second iteration of the event.",en_63_contra
en_63_contra,en,"The 1989 Autoworks 500 was the 28th and penultimate stock car race of the 1989 NASCAR Winston Cup Series season, the 11th and final race of the 1989 NASCAR Winston West Series season, and the second iteration of the event. is false",en_63_orig
en_64_orig,en,"Ivan the Terrible is a two-part Soviet epic historical drama film written and directed by Sergei Eisenstein, with music composed by Sergei Prokofiev.",en_64_contra
en_64_contra,en,"Ivan the Terrible is a two-part Soviet epic historical drama film written and directed by Sergei Eisenstein, with music composed by Sergei Prokofiev. is false",en_64_orig
en_65_orig,en,Panzer-Division Müncheberg was a German panzer division which saw action on the Eastern Front around Berlin during World War II.,en_65_contra
en_65_contra,en,Panzer-Division Müncheberg was a German panzer division which saw action on the Eastern Front around Berlin during World War II. is false,en_65_orig
en_66_orig,en,"Slaughters is a home rule-class city in Webster County, Kentucky, United States.",en_66_contra
en_66_contra,en,"Slaughters is a home rule-class city in Webster County, Kentucky, United States. is false",en_66_orig
en_67_orig,en,"Alisse Waterston is an American professor of anthropology at John Jay College of Criminal Justice, City University of New York.",en_67_contra
en_67_contra,en,"Alisse Waterston is an American professor of anthropology at John Jay College of Criminal Justice, City University of New York. is false",en_67_orig
en_68_orig,en,"Dan Nelson is an American singer-songwriter, guitarist and bassist from New York City.",en_68_contra
en_68_contra,en,"Dan Nelson is an American singer-songwriter, guitarist and bassist from New York City. is incorrect",en_68_orig
en_69_orig,en,Dario Serra Alvarez is a Spanish professional footballer who plays as left winger or left midfielder for Croatian club Vukovar 1991 of the Croatian First Football League.,en_69_contra
en_69_contra,en,Dario Serra Alvarez is a Spanish professional footballer who plays as left winger or left midfielder for Croatian club Vukovar 1991 of the Croatian First Football League. is false,en_69_orig
en_70_orig,en,New Territories West Cluster is one of the seven hospital clusters managed by Hospital Authority in Hong Kong.,en_70_contra
en_70_contra,en,New Territories West Cluster is one of the seven hospital clusters managed by Hospital Authority in Hong Kong. is false,en_70_orig
en_71_orig,en,Global is the twenty-fifth studio album by American rock musician Todd Rundgren.,en_71_contra
en_71_contra,en,The opposite of Global is the twenty-fifth studio album by American rock musician Todd Rundgren. is true,en_71_orig
en_72_orig,en,"Allen Manvel was the eleventh president of the Atchison, Topeka and Santa Fe Railway.",en_72_contra
en_72_contra,en,"Allen Manvel was the eleventh president of the Atchison, Topeka and Santa Fe Railway. is false",en_72_orig
en_73_orig,en,"Belfast Waterfront is a multi-purpose conference and entertainment centre, in Belfast, Northern Ireland, designed by local architects' firm Robinson McIlwaine.",en_73_contra
en_73_contra,en,"The opposite of Belfast Waterfront is a multi-purpose conference and entertainment centre, in Belfast, Northern Ireland, designed by local architects' firm Robinson McIlwaine. is true",en_73_orig
en_74_orig,en,"Pechenga Bay is a fjord-like bay of the Barents Sea on the Kola Peninsula in the Murmansk Oblast, Russia, about 25 km east from the border with Norway.",en_74_contra
en_74_contra,en,"Pechenga Bay is a fjord-like bay of the Barents Sea on the Kola Peninsula in the Murmansk Oblast, Russia, about 25 km east from the border with Norway. is false",en_74_orig
en_75_orig,en,"'State Elementary School Cipinang Melayu 11 Petang is an Indonesian public school in jalan Kartika Eka Paksi, RT.",en_75_contra
en_75_contra,en,"The opposite of 'State Elementary School Cipinang Melayu 11 Petang is an Indonesian public school in jalan Kartika Eka Paksi, RT. is true",en_75_orig
en_76_orig,en,"Frank Bateman Keefe was an American lawyer and Republican politician from Oshkosh, Wisconsin.",en_76_contra
en_76_contra,en,"Frank Bateman Keefe was an American lawyer and Republican politician from Oshkosh, Wisconsin. is false",en_76_orig
en_77_orig,en,"The Tomba della Mula is a beehive tomb in Sesto Fiorentino, near Florence, Central Italy, dating to the 7th century BC.",en_77_contra
en_77_contra,en,"The opposite of The Tomba della Mula is a beehive tomb in Sesto Fiorentino, near Florence, Central Italy, dating to the 7th century BC. is true",en_77_orig
en_78_orig,en,"171 Edward Street was a proposal for a residential skyscraper to be located at the address of the same name on the corner of Edward and Elizabeth Streets in Brisbane, Queensland, Australia.",en_78_contra
en_78_contra,en,"171 Edward Street was a proposal for a residential skyscraper to be located at the address of the same name on the corner of Edward and Elizabeth Streets in Brisbane, Queensland, Australia. is false",en_78_orig
en_79_orig,en,"Roger Atkinson Pryor was an American newspaper editor, lawyer, politician and judge.",en_79_contra
en_79_contra,en,"Roger Atkinson Pryor was an American newspaper editor, lawyer, politician and judge. is false",en_79_orig
en_80_orig,en,"Ilkka was a Finnish morning newspaper published in Seinäjoki, Finland from 1906 to 2020.",en_80_contra
en_80_contra,en,"Ilkka was a Finnish morning newspaper published in Seinäjoki, Finland from 1906 to 2020. is false",en_80_orig
en_81_orig,en,"Level10 Comics is an Indian comic book publisher company, based out of Mumbai, India.",en_81_contra
en_81_contra,en,"Level10 Comics is an Indian comic book publisher company, based out of Mumbai, India. is false",en_81_orig
en_82_orig,en,Olfactory receptor 13G1 is a protein that in humans is encoded by the OR13G1 gene.,en_82_contra
en_82_contra,en,Olfactory receptor 13G1 is a protein that in humans is encoded by the OR13G1 gene. is incorrect,en_82_orig
en_83_orig,en,Serbia and the United Arab Emirates maintain diplomatic relations established between SFR Yugoslavia and United Arab Emirates in 1971.,en_83_contra
en_83_contra,en,Serbia and the United Arab Emirates maintain diplomatic relations established between SFR Yugoslavia and United Arab Emirates in 1971. is incorrect,en_83_orig
en_84_orig,en,"The Masonic Temple in Great Falls, Montana is a building from 1914.",en_84_contra
en_84_contra,en,"The Masonic Temple in Great Falls, Montana is a building from 1914. is incorrect",en_84_orig
en_85_orig,en,"The First Team is a British comedy television series, created by Damon Beesley and Iain Morris, both well known for their work on The Inbetweeners.",en_85_contra
en_85_contra,en,"The First Team is a British comedy television series, created by Damon Beesley and Iain Morris, both well known for their work on The Inbetweeners. is incorrect",en_85_orig
en_86_orig,en,"Praia do Ervino is a beach located in the municipality of São Francisco do Sul in the Brazilian state of Santa Catarina, located at the right corner of Praia Grande.",en_86_contra
en_86_contra,en,"Praia do Ervino is a beach located in the municipality of São Francisco do Sul in the Brazilian state of Santa Catarina, located at the right corner of Praia Grande. is incorrect",en_86_orig
en_87_orig,en,"Gotteslob is the title of the hymnbook authorized by the Catholic dioceses in Germany, Austria, South Tyrol, Luxembourg and Liège, Belgium.",en_87_contra
en_87_contra,en,"Gotteslob is the title of the hymnbook authorized by the Catholic dioceses in Germany, Austria, South Tyrol, Luxembourg and Liège, Belgium. is incorrect",en_87_orig
en_88_orig,en,Manglaur is one of the seventy electoral Uttarakhand Legislative Assembly constituencies of Uttarakhand state in India.,en_88_contra
en_88_contra,en,Manglaur is one of the seventy electoral Uttarakhand Legislative Assembly constituencies of Uttarakhand state in India. is incorrect,en_88_orig
en_89_orig,en,"Solero is a comune (municipality) in the Province of Alessandria in the Italian region Piedmont, located about 70 kilometres (43 mi) east of Turin and about 8 kilometres (5 mi) west of Alessandria.",en_89_contra
en_89_contra,en,"Solero is a comune (municipality) in the Province of Alessandria in the Italian region Piedmont, located about 70 kilometres (43 mi) east of Turin and about 8 kilometres (5 mi) west of Alessandria. is incorrect",en_89_orig
en_90_orig,en,"Guillaume Jacques is a French linguist who specializes in the study of Sino-Tibetan languages: Old Chinese, Tangut, Tibetan, Gyalrongic and Kiranti languages.",en_90_contra
en_90_contra,en,"Guillaume Jacques is a French linguist who specializes in the study of Sino-Tibetan languages: Old Chinese, Tangut, Tibetan, Gyalrongic and Kiranti languages. is false",en_90_orig
en_91_orig,en,The S-80 Plus class is a Spanish class of four submarines being built by the state-owned Spanish company Navantia at its Cartagena shipyard for the Spanish Navy.,en_91_contra
en_91_contra,en,The S-80 Plus class is a Spanish class of four submarines being built by the state-owned Spanish company Navantia at its Cartagena shipyard for the Spanish Navy. is incorrect,en_91_orig
en_92_orig,en,"""I Wanna Be a Cowboy"" is a single by British new wave band Boys Don't Cry.",en_92_contra
en_92_contra,en,"""I Wanna Be a Cowboy"" is a single by British new wave band Boys Don't Cry. is false",en_92_orig
en_93_orig,en,James Lisle Gillis was a Democratic member of the U.,en_93_contra
en_93_contra,en,James Lisle Gillis was a Democratic member of the U. is false,en_93_orig
en_94_orig,en,"""I Feel So"" is the debut single released by Box Car Racer from their eponymous album.",en_94_contra
en_94_contra,en,"""I Feel So"" is the debut single released by Box Car Racer from their eponymous album. is false",en_94_orig
en_95_orig,en,"New York State Route 42 (NY 42) is a north–south, discontinuous state highway in the Catskill Mountains region of New York in the United States.",en_95_contra
en_95_contra,en,"New York State Route 42 (NY 42) is a north–south, discontinuous state highway in the Catskill Mountains region of New York in the United States. is false",en_95_orig
en_96_orig,en,Karkala is a town and the headquarters of eponymous Karkala taluk in the Udupi district of Karnataka state in India.,en_96_contra
en_96_contra,en,Karkala is a town and the headquarters of eponymous Karkala taluk in the Udupi district of Karnataka state in India. is false,en_96_orig
en_97_orig,en,"Chung Il-kwon was a South Korean politician, diplomat, and soldier.",en_97_contra
en_97_contra,en,"Chung Il-kwon was a South Korean politician, diplomat, and soldier. is false",en_97_orig
en_98_orig,en,Vertolaye is a commune in the Puy-de-Dôme department in Auvergne in central France.,en_98_contra
en_98_contra,en,Vertolaye is a commune in the Puy-de-Dôme department in Auvergne in central France. is false,en_98_orig
en_99_orig,en,Trần Văn Thời is a rural district (huyện) of Cà Mau province in the Mekong Delta region of Vietnam.,en_99_contra
en_99_contra,en,The opposite of Trần Văn Thời is a rural district (huyện) of Cà Mau province in the Mekong Delta region of Vietnam. is true,en_99_orig
en_100_orig,en,The Motorola Charm is a smartphone manufactured by Motorola.,en_100_contra
en_100_contra,en,The Motorola Charm is a smartphone manufactured by Motorola. is false,en_100_orig
en_101_orig,en,"MacHale Park is a GAA stadium in Castlebar, County Mayo, Ireland.",en_101_contra
en_101_contra,en,"MacHale Park is a GAA stadium in Castlebar, County Mayo, Ireland. is incorrect",en_101_orig
en_102_orig,en,Teleta is a genus of moths belonging to the subfamily Olethreutinae of the family Tortricidae.,en_102_contra
en_102_contra,en,The opposite of Teleta is a genus of moths belonging to the subfamily Olethreutinae of the family Tortricidae. is true,en_102_orig
en_103_orig,en,"Hall Farm is a historic home and farm located in Prairie Township, Kosciusko County, Indiana.",en_103_contra
en_103_contra,en,"Hall Farm is a historic home and farm located in Prairie Township, Kosciusko County, Indiana. is false",en_103_orig
en_104_orig,en,"Westminster is an unincorporated community in western Auglaize Township, Allen County, Ohio, United States.",en_104_contra
en_104_contra,en,"Westminster is an unincorporated community in western Auglaize Township, Allen County, Ohio, United States. is incorrect",en_104_orig
en_105_orig,en,"The H1 type Adelaide tram was a one-off tram built by JA Lawton & Sons in 1952 for the Municipal Tramways Trust (MTT), Adelaide.",en_105_contra
en_105_contra,en,"The H1 type Adelaide tram was a one-off tram built by JA Lawton & Sons in 1952 for the Municipal Tramways Trust (MTT), Adelaide. is false",en_105_orig
en_106_orig,en,Strange Highways is the sixth studio album by American heavy metal band Dio.,en_106_contra
en_106_contra,en,Strange Highways is the sixth studio album by American heavy metal band Dio. is false,en_106_orig
en_107_orig,en,"""The Way I'm Livin'"" is a song written by Adam Wright and originally recorded by The Wrights as ""The Way That I'm Living"" for their 2010 album Red and Yellow, Blue and Green.",en_107_contra
en_107_contra,en,"The opposite of ""The Way I'm Livin'"" is a song written by Adam Wright and originally recorded by The Wrights as ""The Way That I'm Living"" for their 2010 album Red and Yellow, Blue and Green. is true",en_107_orig
en_108_orig,en,"Clair Hayley Norris is a British actress from London, known for portraying the role of Bernadette Taylor on the BBC soap opera EastEnders between 2017 and 2025.",en_108_contra
en_108_contra,en,"The opposite of Clair Hayley Norris is a British actress from London, known for portraying the role of Bernadette Taylor on the BBC soap opera EastEnders between 2017 and 2025. is true",en_108_orig
en_109_orig,en,NGC 3851 is an elliptical or lenticular galaxy located about 300 million light-years away in the constellation Leo.,en_109_contra
en_109_contra,en,NGC 3851 is an elliptical or lenticular galaxy located about 300 million light-years away in the constellation Leo. is incorrect,en_109_orig
en_110_orig,en,"The Sugar Hill Historic District  is a historic district in Detroit, Michigan.",en_110_contra
en_110_contra,en,"The Sugar Hill Historic District  is a historic district in Detroit, Michigan. is false",en_110_orig
